"Company","Model","Buyer Gender","Buyer Age","Country","Color","New Car","Sale Price","Discount","Resell Price","Top Speed"
"Ford","LTD Crown Victoria","Male","27","India","Indigo","1","11685.51","0.3225","34710.6","248.9"
"Nissan","Altima","Female","41","India","Orange","1","52473.68","0.6117","3790.04","173.8"
"GMC","Savana 1500","Female","26","India","Green","1","46614.28","0.5547","39432.35","124.8"
"Chevrolet","TrailBlazer","Female","20","India","Crimson","","81538.89","0.4998","44972.53","224.1"
"Honda","Element","Female","40","India","Purple","1","18521.65","0.1755","42117.71","226.1"
"Dodge","Dakota","Female","54","India","Indigo","","17083.08","0.6153","35739.79","145.7"
"Mitsubishi","Mirage","Male","67","India","Teal","1","31166.13","0.3047","48018.13","217.2"
"BMW","6 Series","Male","49","India","Pink","1","64572.61","0.3678","9811.64","167.2"
"Lincoln","Mark VIII","Male","72","India","Purple","","54128.25","0.5396","22494.63","164.2"
"Volvo","C30","Female","24","India","Turquoise","1","52184.15","0.0327","31421.36","145.3"
"Dodge","Avenger","Male","22","India","Mauv","","63183.23","0.6908","19818.43","172.5"
"Hyundai","Sonata","Male","58","India","Maroon","1","68740.38","0.0529","10219.07","142"
"Porsche","928","Male","71","India","Fuscia","1","70991.3","0.1168","6213.83","163"
"Mazda","Navajo","Male","50","India","Green","1","67229.49","0.5878","2137.61","124.7"
"Nissan","Frontier","Male","26","India","Indigo","","14471.1","0.2989","42483.87","171"
"Volkswagen","rio","Male","35","India","Red","1","56979.88","0.2752","44398.06","174.3"
"GMC","Yukon XL 1500","Male","61","India","Maroon","1","57890.73","0.5299","27945.07","151.5"
"Ford","Windstar","Male","61","India","Blue","1","10472.22","0.2505","24041.27","182.6"
"Chevrolet","Camaro","Male","71","India","Khaki","1","54786.97","0.2855","41643.31","232.5"
"Ford","Ranger","Male","65","India","Green","","58338.55","0.1298","13828.69","159.4"
"Dodge","Dakota Club","Female","55","India","Fuscia","","93352.8","0.3828","12249.04","172.1"
"GMC","Sierra 2500HD","Male","49","India","Goldenrod","1","39318.6","0.3272","25021.39","240.9"
"Porsche","928","Female","57","India","Teal","1","24217.93","0.6112","29992.47","243.9"
"Saab","900","Female","34","India","Blue","1","33966.27","0.3965","5682.12","226.4"
"Mercury","Villager","Female","56","India","Maroon","","23771.87","0.5109","30584.02","156.2"
"Chevrolet","Silverado 2500","Female","35","India","Aquamarine","1","65727.87","0.519","6647.19","186.4"
"Mercury","Grand Marquis","Female","55","India","Purple","","51549.09","0.3603","10856.04","139.4"
"Mercury","Marauder","Female","51","India","Teal","","37154.02","0.0996","41251.62","183.4"
"Ford","F-Series","Male","54","India","Mauv","1","82492.34","0.2689","3378.19","140"
"Ford","Ranger","Female","51","India","Orange","","94979.98","0.0395","35198.65","183.5"
"Pontiac","GTO","Female","61","India","Khaki","1","44954.69","0.6702","22773.93","166.9"
"Buick","LeSabre","Female","30","India","Purple","","27992.61","0.4522","49119.86","231.2"
"Buick","LeSabre","Male","68","India","Puce","","93188.48","0.4009","47985.36","226.4"
"Audi","R8","Male","75","India","Violet","1","96814.28","0.2156","28368.25","120.3"
"Dodge","Intrepid","Female","48","India","Teal","","29493.97","0.3332","40631.06","163.5"
"Lincoln","Continental","Male","65","India","Indigo","1","73727.08","0.385","25114.21","232.1"
"GMC","Sierra 1500","Female","41","India","Teal","1","57949.73","0.4853","17080.33","186.6"
"Volkswagen","Passat","Female","23","India","Puce","","44153.45","0.2251","43155.45","135.8"
"Suzuki","Equator","Male","72","India","Purple","1","63591.84","0.5016","10072.82","153.8"
"Dodge","Nitro","Female","38","India","Crimson","","12172.9","0.1628","20305.3","170.8"
"Infiniti","M","Female","26","India","Indigo","1","46964.15","0.1914","19218.73","125.7"
"GMC","Savana 1500","Male","20","India","Fuscia","1","56557.07","0.0737","44879.94","140.1"
"Jaguar","XJ","Female","58","India","Green","","97907.42","0.1446","44985.59","159.1"
"Acura","TL","Female","68","India","Puce","","24455.53","0.4561","33751.22","122.3"
"Suzuki","Aerio","Male","49","India","Maroon","","35076.69","0.4618","42024.05","139.4"
"Buick","Roadmaster","Male","33","India","Puce","","79309.4","0.3046","41271.54","220.7"
"Audi","S4","Female","68","India","Mauv","","92877.73","0.3671","42846.17","135.8"
"Honda","Accord","Female","23","India","Goldenrod","","86329.92","0.0805","40345.92","146"
"Nissan","Maxima","Male","21","India","Purple","1","35934.96","0.4804","13640.45","199.5"
"Audi","100","Male","72","India","Mauv","1","10795.46","0.3628","28628.68","233.5"
"Chevrolet","Suburban","Male","46","India","Red","1","17638.45","0.6539","2229.88","237.6"
"Honda","Civic","Female","22","India","Fuscia","","60040.96","0.1413","14516.77","169.7"
"Mitsubishi","Diamante","Male","54","India","Fuscia","","78540.84","0.3217","29956.05","151.8"
"GMC","Sonoma","Female","34","India","Turquoise","1","37098.02","0.4736","14982.39","181.5"
"Mazda","MX-5","Male","29","India","Turquoise","","37143.31","0.3701","7198.04","148.2"
"Mazda","RX-7","Female","46","India","Teal","","93948.66","0.187","48274.15","149.5"
"Land Rover","Range Rover","Female","68","India","Green","1","67970.16","0.4692","9813.96","138.4"
"Mazda","929","Female","20","India","Yellow","","89020.19","0.1559","28421.73","154.3"
"Chevrolet","Sportvan G20","Male","55","India","Teal","1","86023.68","0.2747","26072.81","200.3"
"Audi","A4","Female","23","India","Puce","","24315.08","0.0832","17288.86","200.4"
"Saab","900","Female","44","India","Teal","1","69340.19","0.1266","33391.99","220.9"
"Dodge","Stratus","Female","48","India","Aquamarine","1","41153.18","0.5679","41181.98","152"
"Dodge","Daytona","Female","31","India","Aquamarine","1","22429.49","0.3688","28725.42","235.7"
"Saturn","Ion","Female","65","India","Orange","","94997.63","0.0232","49402.44","232.1"
"Nissan","Pathfinder","Male","52","India","Blue","","26575.07","0.007","40108.85","162.1"
"Dodge","Ram Van 3500","Female","35","India","Mauv","1","37696.77","0.5632","22058.91","172.3"
"Mazda","Tribute","Male","73","India","Red","","63134.76","0.5242","35806.32","128.7"
"Kia","Sedona","Female","67","India","Blue","","10163.25","0.4934","18895.13","144.4"
"Mercury","Sable","Male","27","India","Violet","1","41754.7","0.2993","13918.77","191.6"
"Buick","Lucerne","Male","24","India","Orange","1","64816.99","0.4785","24419.8","196.5"
"Honda","Prelude","Male","51","India","Turquoise","","33576.57","0.2755","6211.81","146.3"
"Buick","Lucerne","Female","48","India","Orange","1","60467.6","0.3869","31910.37","132.7"
"Toyota","MR2","Female","33","India","Turquoise","","69672.84","0.4726","18879.1","195.2"
"Chevrolet","Colorado","Male","63","India","Khaki","","74018.68","0.2271","5352.27","132.4"
"Lexus","GX","Male","22","India","Puce","","86538.38","0.0898","5440.71","167.3"
"Volvo","S60","Male","28","India","Blue","1","39959.76","0.565","24008.59","152.4"
"Lincoln","Town Car","Male","31","India","Violet","1","78996.61","0.2152","12791.78","192.7"
"Toyota","4Runner","Male","48","India","Khaki","1","66542.06","0.1763","14508.91","239.8"
"BMW","3 Series","Male","33","India","Indigo","1","84012.94","0.4596","9613.26","191.2"
"Hyundai","Tiburon","Female","63","India","Green","","39844.36","0.3501","9505.12","209.6"
"Land Rover","LR3","Male","53","India","Mauv","1","45639.55","0.3238","23157.64","149.7"
"Maserati","Quattroporte","Female","49","India","Purple","1","57686.65","0.0979","7681.02","159.3"
"Plymouth","Neon","Female","48","India","Pink","1","30120.72","0.1392","45705.55","121.2"
"Chevrolet","Blazer","Female","50","India","Fuscia","","86713.84","0.4422","9127.24","246.6"
"Chevrolet","Malibu","Female","21","India","Crimson","","60350.38","0.5035","14237.84","139.6"
"Toyota","Tercel","Female","39","India","Aquamarine","","50733.15","0.2938","30818.24","146.8"
"Plymouth","Laser","Male","29","India","Green","1","59080.65","0.3744","12308.08","162.3"
"Ford","Tempo","Female","23","India","Khaki","","52736.9","0.0223","36495.77","221.9"
"Volvo","C30","Male","47","India","Turquoise","1","79285.95","0.6937","21257.29","219.3"
"Chevrolet","Malibu","Female","32","India","Red","1","46980.25","0.5494","34853.81","162.2"
"Chrysler","Sebring","Male","32","India","Puce","","66455.02","0.0332","33886.11","204.8"
"Saab","09-Mar","Female","20","India","Yellow","1","87116.22","0.4952","20679.24","181.1"
"Chevrolet","Silverado","Female","59","India","Purple","1","84014.81","0.2602","10408.43","182.9"
"Chevrolet","Express 2500","Male","64","India","Yellow","1","73119.91","0.197","7856.42","174.4"
"Mitsubishi","Mirage","Female","54","India","Aquamarine","1","71718.63","0.4747","11933.41","213.5"
"Maserati","Biturbo","Female","21","India","Aquamarine","","52442.36","0.4998","17433.3","200.4"
"Mitsubishi","Truck","Male","25","India","Goldenrod","","18308.16","0.1585","38202.45","159.4"
"Chevrolet","Cobalt SS","Male","44","India","Indigo","","39679.18","0.2363","9905.08","178.8"
"Suzuki","Sidekick","Male","40","India","Pink","","72028.87","0.6546","41027.69","226.1"
"Ford","E350","Female","63","India","Pink","","11865.56","0.4317","6799.68","225.6"
"Subaru","Legacy","Male","30","India","Purple","","60583.11","0.6067","14557.89","152.1"
"Ferrari","458 Italia","Female","61","India","Goldenrod","","42023.11","0.2378","2160.65","235.2"
"Chevrolet","Tracker","Male","47","India","Orange","1","57320.19","0.2008","43294.64","166.6"
"Daewoo","Nubira","Female","64","India","Red","","57552.46","0.2769","22252.79","189.6"
"Mazda","929","Female","23","India","Red","","10198.65","0.4707","11359.64","206.9"
"Eagle","Vision","Female","74","India","Maroon","","46690.72","0.0215","30048.36","230.6"
"Infiniti","M","Male","21","India","Pink","1","67156.85","0.0788","26632.74","160.8"
"BMW","650","Male","47","India","Purple","","94386.92","0.476","32299.29","168.2"
"Buick","Lucerne","Female","41","India","Red","","22333.3","0.0185","48387.68","134.1"
"Buick","Regal","Male","50","India","Red","","77844.61","0.0567","22077.85","214.7"
"GMC","Terrain","Female","45","India","Orange","","79901.89","0.0471","30239.1","230.3"
"Jaguar","XK Series","Male","38","India","Orange","1","19161.45","0.3076","44551.88","222.8"
"Mercedes-Benz","S-Class","Female","63","India","Teal","","35801.18","0.0501","4825.34","120.5"
"Honda","S2000","Female","55","India","Orange","1","26701.31","0.4449","22092.28","229.4"
"Ford","LTD Crown Victoria","Male","56","India","Turquoise","","15883.68","0.6283","38026.37","212"
"Toyota","Tacoma","Male","28","India","Purple","1","66689.84","0.1175","36317.85","159.1"
"GMC","1500 Club Coupe","Male","25","India","Khaki","","66212","0.3461","40809.31","211.1"
"Mitsubishi","Endeavor","Male","51","India","Crimson","","85680.17","0.4398","41734.85","174.6"
"Chrysler","Town & Country","Male","56","India","Orange","1","41153.83","0.2293","23642.26","140"
"Chevrolet","Camaro","Female","46","India","Maroon","1","62563.65","0.4292","46580.3","147.2"
"Pontiac","Grand Am","Male","59","India","Teal","1","15344.36","0.1938","36715.39","248.7"
"Ford","Crown Victoria","Female","25","India","Blue","1","29908.03","0.5352","9972.46","240.8"
"Toyota","MR2","Female","37","India","Orange","","33043.11","0.2172","35402.23","181.4"
"Mercedes-Benz","E-Class","Male","51","India","Orange","1","34073.26","0.2246","30657.78","215.7"
"Volvo","C30","Female","36","India","Goldenrod","1","81806.82","0.0981","13913.14","138.2"
"Ford","F250","Male","29","India","Goldenrod","","20263.88","0.2225","3149.17","211"
"Mitsubishi","Pajero","Male","44","India","Goldenrod","1","59658.37","0.3255","46248.63","233"
"Chevrolet","Avalanche","Female","32","India","Orange","","13005.69","0.6992","48444.1","156.5"
"Land Rover","Range Rover","Female","48","India","Green","1","15597.69","0.6918","29252.55","194.8"
"BMW","5 Series","Female","47","India","Pink","1","16574.08","0.3376","41808.06","143.9"
"Land Rover","Range Rover","Male","42","India","Fuscia","1","17486.05","0.1397","39726.67","141.5"
"Suzuki","Sidekick","Male","67","India","Red","1","19726.04","0.1096","20673.51","244.4"
"MINI","Clubman","Male","28","India","Goldenrod","","58471.25","0.5554","30380.76","145.8"
"Pontiac","Sunbird","Male","34","India","Indigo","1","69419.15","0.6666","47906.1","170.5"
"Mercedes-Benz","SL-Class","Male","25","India","Violet","","38631.69","0.4867","49655.21","210.9"
"Toyota","RAV4","Female","39","India","Violet","","40424.5","0.6583","21929.8","240.3"
"Lamborghini","Diablo","Male","71","India","Violet","","51802.81","0.6945","27633.87","206.6"
"Volkswagen","New Beetle","Female","34","India","Crimson","1","57994.61","0.0151","34067.5","170.6"
"Toyota","Matrix","Male","38","India","Violet","1","85734.37","0.6602","47702.44","224.7"
"Audi","A4","Male","49","India","Green","","58647.79","0.069","31912.63","199.1"
"Chevrolet","Corvette","Male","61","India","Goldenrod","1","59196.7","0.5683","45819.04","232.9"
"Subaru","Legacy","Female","44","India","Blue","1","65991.69","0.3511","29543.47","233.2"
"Audi","S8","Male","73","India","Teal","","84789.07","0.1603","45440.15","227.1"
"GMC","Terrain","Female","30","India","Turquoise","1","59633.29","0.6331","16197.69","147.2"
"Dodge","D350 Club","Male","56","India","Goldenrod","1","42645.61","0.1682","4679.58","132.1"
"Dodge","Avenger","Male","45","India","Puce","","58730.9","0.1333","37781.3","183.4"
"Mitsubishi","3000GT","Male","69","India","Crimson","","94731.2","0.1542","30525.51","195.7"
"Jeep","Grand Cherokee","Male","75","India","Aquamarine","","42367.58","0.6392","40547.5","186.7"
"Morgan","Aero 8","Male","26","India","Purple","","73282.29","0.6891","18894.33","138.5"
"Buick","Regal","Female","26","India","Goldenrod","","84577.03","0.5541","37708.11","164.7"
"Mercedes-Benz","M-Class","Female","35","India","Orange","1","88016.54","0.6351","12376.45","197.4"
"Chevrolet","Monte Carlo","Male","72","India","Red","","89647.51","0.6136","37615.17","169.9"
"Ford","Explorer Sport Trac","Male","69","India","Green","","88331.77","0.3667","21471.26","172"
"BMW","8 Series","Female","40","India","Crimson","","72490.92","0.552","37115.19","126.2"
"Jaguar","XJ Series","Female","56","India","Indigo","","53545.92","0.0379","16683.58","184.8"
"Mazda","Millenia","Male","68","India","Blue","1","61511.98","0.5296","30537.57","213.8"
"Mercedes-Benz","W126","Male","26","India","Mauv","1","50702.88","0.1551","18222.54","229.2"
"Chevrolet","Sonic","Male","36","India","Mauv","1","15088.22","0.5693","38427.21","177.3"
"Chevrolet","Caprice Classic","Female","38","India","Fuscia","","66365.09","0.1274","10228.75","226.1"
"Toyota","Tercel","Female","28","India","Violet","","96850.75","0.0214","6062.95","235.1"
"Dodge","Ram 3500","Male","65","India","Indigo","1","93718.81","0.5827","42989.34","183.1"
"Nissan","NV1500","Male","32","India","Turquoise","1","11569.52","0.1876","29642.53","233.3"
"BMW","325","Female","45","India","Violet","1","93526.34","0.4021","46906.79","129.7"
"Mercedes-Benz","E-Class","Male","68","India","Puce","","86742.51","0.5235","25856.71","150.7"
"BMW","3 Series","Female","42","India","Indigo","1","29970.11","0.3405","14005.74","173.1"
"Chevrolet","Beretta","Female","29","India","Teal","","57844.71","0.4217","17699.37","216.8"
"Mitsubishi","Galant","Male","31","India","Khaki","1","21675.28","0.4397","12529.65","159.8"
"BMW","X5 M","Female","60","India","Crimson","1","82771.45","0.2579","23769.86","187.2"
"BMW","545","Female","73","India","Goldenrod","1","62386.53","0.4916","27857.96","167.4"
"GMC","2500","Female","21","India","Puce","1","38964.98","0.4243","41934.53","132.1"
"BMW","1 Series","Male","48","India","Violet","1","45929.29","0.4414","35400.19","210.8"
"Subaru","Legacy","Female","49","India","Khaki","","36378.54","0.1456","36171.94","165.8"
"Buick","Roadmaster","Male","43","India","Red","1","25602.96","0.447","29909.82","206.5"
"Ford","Explorer","Female","66","India","Yellow","1","44394.5","0.0141","6193.21","143.1"
"Cadillac","Eldorado","Female","68","India","Violet","","50307.31","0.5331","8700.26","244.7"
"Dodge","Dakota Club","Male","27","India","Red","","50792.63","0.5418","5321.07","130"
"Mercedes-Benz","S-Class","Male","67","India","Goldenrod","","74087.37","0.0321","24032.99","222.2"
"Hyundai","XG350","Female","22","India","Maroon","","94785.17","0.542","10660.38","233.1"
"Ford","Ranger","Female","21","India","Teal","1","24167.2","0.3593","18106.87","179.4"
"Suzuki","XL-7","Female","23","India","Turquoise","","31889.57","0.2696","36091.19","137.7"
"Porsche","911","Female","62","India","Orange","1","26604.26","0.2428","15295.86","158.2"
"BMW","X3","Male","41","India","Fuscia","1","38118.12","0.2593","46612.91","192"
"Ford","Crown Victoria","Female","54","India","Purple","","95068.59","0.2235","11527.65","233.1"
